id,Sector,Código de Comité,Nombre del Comité ,Codigo,ICS,Edición,Precio Letras,Precio,Nombre,correspondencia,Organismo de la norma de correspondencia,Objeto y campo de aplicación,Fecha de aprobación,Normas de referencia,Normas que la referencian,Número de paginas,historico ,Marco regulatorio,Tipo de Norma,Normas Populares,Estado,Sustituida por
,SST,CTN 31 SC 05,Ergonomía,INTE/ISO 9241-2:2016,"13.180, 35.180",1, B,6270,"Salud y Seguridad en el Trabajo.
Requisitos ergonómicos para trabajos de oficina con pantallas de visualización de datos (PVD). Parte 2: Orientación para los requisitos de la tarea.
",ISO 9241-2:1992,ISO,"Esta parte de la Norma ISO 9241 proporciona una orientación a los usuarios de sistemas de procesamiento de la información basados en equipos con PVD con referencia a las tareas de oficina. Esta orientación está destinada a la vez a la organización que pone en práctica el sistema y las personas que utilizan el equipo. Deben de ser aplicadas de conformidad a los acuerdos y reglamentos locales, regionales o nacionales.
El objeto de esta parte de la norma ISO 9241 es asegurar la eficiencia y el bienestar de los usuarios individuales aplicando los conocimientos de ergonomía al diseño de las tareas a la luz de la experiencia práctica. Los principios ergonómicos en cuestión están definidos en la Norma INTE/ISO 6385.
Las características de la pantalla de visualización y los requisitos de control, del puesto de trabajo y del ambiente están especificadas en las otras partes de la Norma INTE/ISO 9241. Esta parte de la Norma INTE/ISO 9241 no trata de concepción de software ni del diálogo
",2016-05-23,INTE/ISO 6385,,8,,,,,Activa,
,SST,CTN 31 SC 05,Ergonomía,INTE/ISO 6385:2016,13.180,1, D,11550,"Salud y Seguridad en el trabajo.
Principios ergonómicos para el diseño de sistemas de trabajo.
",ISO 6385:2004  ,ISO,"Esta norma establece los principios ergonómicos básicos que orientan el diseño de los sistemas de trabajo y define los términos fundamentales que resultan pertinentes. En ella se describe un enfoque global del diseño de estos sistemas, en el que se contempla la cooperación de expertos en ergonomía con otras personas participantes en esa actividad, atendiendo a los requisitos humanos, sociales y técnicos, de manera equilibrada, durante el proceso de diseño.
Entre los usuarios de esta norma, podrán incluir gerentes, trabajadores (o sus representantes) y profesionales, tales como ergónomos, expertos en ergonomía, gestores de proyectos y diseñadores, involucrados en el diseño o modificación de sistemas de trabajo. A tales usuarios les resultarán útiles unos conocimientos generales previos de ergonomía, ingeniería, diseño y gestión de calidad y de proyectos.
El término ""sistema de trabajo"" se emplea, en esta norma, para indicar una gran variedad de situaciones de trabajo. La intención es mejorar, modificar el diseño o modificar tales sistemas. Un sistema de trabajo incluye un conjunto de personas y equipos, situados en un espacio y entorno determinados, así como a las interacciones entre esos componentes dentro de una determinada organización del trabajo. Estos sistemas difieren en sus características y en su complejidad. Algunos ejemplos de sistemas de trabajo son: una máquina y una única persona, una planta de proceso, incluyendo el personal que la opera y la mantiene, un aeropuerto con sus usuarios y su personal, una oficina con sus empleados, los sistemas informáticos interactivos, entre otros. Asimismo, la atención a los principios ergonómicos es también aplicable a la instalación, ajuste, mantenimiento, limpieza, reparación, eliminación y transporte de los sistemas de trabajo.
En esta norma, el enfoque basado en los sistemas proporciona orientaciones a los usuarios de la norma para situaciones nuevas o ya existentes.
Las definiciones y los principios ergonómicos especificados en esta norma resultan adecuados para el diseño de condiciones de trabajo óptimas, considerando la salud, la seguridad y el bienestar del ser humano, incluyendo el desarrollo de habilidades ya existentes y la adquisición de otras nuevas, al tiempo que se atiende a la eficacia y a la eficiencia tecnológica y económica.
Aunque los principios enunciados en esta norma están orientados al diseño de sistemas de trabajo, son aplicables a cualquier ámbito de la actividad humana, por ejemplo, al diseño de productos para actividades domésticas y de ocio.
NOTA         Esta norma está considerada como la norma básica sobre Ergonomía, de la que se derivan muchas otras que tratan aspectos específicos.",2016-05-23,N.A,,16,,,,,Activa,
,SST,CTN 31 SC 05,Ergonomía,INTE/ISO 11064-4:2016,"13.180, 25.040.10",1, F,16830,Diseño ergonómico de centros de control. Parte 4: Distribución y dimensiones de los puestos de trabajo.,ISO 11064-4:2013,ISO,"Esta parte de la norma INTE/ISO 11064 especifica los principios ergonómicos, las recomendaciones y los requisitos para el diseño de los puestos de trabajo situados en centros de control. Trata del diseño del puesto, con una atención especial a su distribución y sus dimensiones. Esta norma considera fundamentalmente puestos de trabajo sentado, basados en pantallas de visualización, aunque también aborda aquellos que permiten posturas de pie o sentada. Estos puestos se encuentran, por ejemplo, en controles de medios de transporte y de procesos industriales e instalaciones de seguridad. La mayoría de puestos de trabajo incorporan pantallas planas para la presentación de la información.",2016-07-19,"ISO 7250-1, ISO 9241-410, ISO 9241-5, ISO 11064-3, ISO 11428",,38,,,,,Activa,
,SST,CTN 31 SC 05,Ergonomía,INTE/ISO 11228-1:2016,13.180,1, F,16830,"Ergonomía. Manejo manual. 
Parte 1: Levantamiento y transporte.",ISO 11228-1:2003,ISO,"Esta norma especifica los límites recomendados para el levantamiento y transporte manual teniendo en cuenta, respectivamente, la intensidad, la frecuencia y la duración de la tarea. Está diseñada para ofrecer orientación sobre la evaluación de varias variables de tarea y permitir la evaluación de los riesgos para la salud de la población trabajadora.
Esta norma se aplica al levantamiento manual de objetos con una masa de 3 kg ó más.
Esta norma se aplica a velocidad de marcha moderada, es decir de 0,5 m/s a 1,0 m/s sobre una superficie plana horizontal.
Esta norma no incluye el sostenimiento de objetos (sin marcha), empujar o tirar de objetos, el levantamiento con una mano, el manejo manual en posición sentado ni el levantamiento por dos ó más personas. El sostenimiento, empujar o tirar de objetos se incluye en otras normas relacionadas con este tema.
Esta norma tiene como base un día laboral de 8 h. No trata el análisis de tareas combinadas en un turno durante un día.",2016-07-27,"ISO  7250:1996, EN 1005-2, ISO 14121, ISO/IEC Guide 51",,31,,,,,Activa,
,SST,CTN 31 SC 05,Ergonomía,INTE/ISO 7730:2016,13.180,1, H,23870,"Ergonomía del ambiente térmico. 
Determinación analítica e interpretación del bienestar térmico mediante el cálculo de los índices PMV y PPD y los criterios de bienestar térmico local.",ISO 7730:2005,ISO,"Esta norma presenta métodos para la predicción de la sensación térmica general y del grado de incomodidad (insatisfacción térmica) de las personas expuestas a ambientes térmicos moderados. Facilita la determinación analítica y la interpretación del bienestar térmico mediante el cálculo de los índices PMV (voto medio estimado) y PMD (porcentaje estimado de insatisfechos) y de los criterios de bienestar térmico local, indicando las condiciones ambientales que se consideran aceptables para el bienestar térmico general, así como aquellas que dan lugar a incomodidad local. Es aplicable a hombres y mujeres sanos expuestos a ambientes interiores en los que el bienestar térmico es deseable, pero en donde tienen lugar desviaciones moderadas de este bienestar térmico, estando indicada para el diseño de ambientes nuevos o para la evaluación de los ya existentes. Cuando se consideren personas con necesidades especiales, está previsto su empleo teniendo en cuenta lo indicado en la Especificación Técnica ISO/TS 14415:2005, 4.2. También es necesario tener en cuenta las diferencias étnicas, nacionales o geográficas al tratar espacios no condicionados.",2016-09-20,"ISO 13731, ISO/TS 13732-2, ISO/TS 14415:2005 ",,62,,,,,Activa,
,SST,CTN 31 SC 07,Señalización,INTE/ISO 3864-1:2015,01.080.10,1, E,14300,"Símbolos gráficos. Señales y colores de seguridad. 
Parte 1: Principios de diseño para señales de seguridad e indicaciones de seguridad.
",ISO 3864-1:2011,ISO,"Esta parte de la norma INTE/ISO 3864 establece los colores de identificación de seguridad y los principios de diseño para las señales de seguridad e indicaciones de seguridad a ser utilizadas en lugares de trabajo y áreas públicas con fines de prevenir accidentes, protección contra incendios, información sobre riesgos a la salud y evacuación de emergencia. De igual manera, establece los principios básicos a ser aplicados al elaborar normas que contengan señales de seguridad.
Esta parte de la norma INTE/ISO 3864 es aplicable para todos los lugares en los que necesiten tratarse temas de seguridad relacionadas con personas. Sin embargo, no es aplicable en la señalización utilizada para guiar ferrocarriles, carreteras, vías fluviales y marítimas, tráfico aéreo y, en general, en aquellos sectores sujetos a un reglamento que pueda ser diferente.",2015-10-27,"INTE/ISO 3864-3, INTE/ISO 3864-4, INTE/ISO 17724:2003",,23,,,,,Activa,
,SST,CTN 31 SC 07,Señalización,INTE/ISO 3864-2:2015,01.080.10,1, E,14300,"Símbolos gráficos.  Señales y colores de seguridad. 
Parte 2: Principios de diseño para etiquetas de seguridad para productos.
",ISO 3864-2:2004/Amd 1:2011,ISO,"Esta parte de la Norma INTE/ISO 3864 establece los principios complementarios a la Norma INTE/ISO 3864-1 para el diseño de las etiquetas de seguridad de los productos, es decir, ningún artículo fabricado y puesto a la venta en el curso normal del comercio, incluyendo pero no limitado a los productos de consumo y equipos industriales. El propósito de una etiqueta de seguridad de los productos es alertar a las personas de un peligro específico y para identificar cómo se puede evitar el daño.
Esta parte de la Norma INTE/ISO 3864 es aplicable a todos los productos en todos los sectores en los que  las  cuestiones  relacionadas  con  la  seguridad  se  pueden  plantear.  Sin  embargo,  no  es aplicable a las etiquetas de seguridad utilizadas:
        para los productos químicos,
        para el transporte de las sustancias y mezclas peligrosas,
        en  aquellos  sectores  sujetos  a  normas  legales  que  difieren  de  algunas  disposiciones  del presente documento.
Los principios de diseño incorporados en esta parte de la INTE/ISO 3864 están destinados a ser utilizados  por  todos  los  comités  técnicos  de  la  INTE/ISO  y  cualquier  diseño  de  las  etiquetas  de seguridad de productos en el desarrollo de normas de etiqueta de seguridad del producto para sus industrias o servicios.
Los requisitos legales o reglamentarios en algunos países pueden ser diferentes de algunos de los requisitos  que  se  establecen  en  esta  parte  de  la  Norma  INTE/ISO  3864.  A  fin  de  facilitar  la normalización internacional de las etiquetas de seguridad de los productos, esta parte de la Norma ISO 3864 debería ser considerada cuando se revise la reglamentación.
",2015-10-27,"INTE/ISO 3864-1, INTE/ISO 17724",,28,,,,,Activa,
,SST,CTN 31 SC 07,Señalización,INTE/ISO 3864-3:2015,01.080.01,1, F,16830,"Símbolos gráficos. Señales y colores de seguridad. 
Parte 3: Principios de diseño para los símbolos gráficos utilizados en las señales de seguridad.",ISO 3864-3:2012,ISO,"Esta parte de la Norma INTE/ISO 3864 establece los principios, criterios y directrices para el diseño de los símbolos gráficos utilizados en las señales de seguridad definidas en la INTE/ISO 3864-1, y para los elementos de las señales de seguridad de las etiquetas de los productos definidos en la INTE/ISO 3864-2.",2015-10-27,"INTE/ISO 3864-1, INTE/ISO 3864-2, INTE/ISO 3864-4, INTE/ISO 7010, INTE/ISO 17724, ISO 20712-1",,35,,,,,Activa,
,SST,CTN 31 SC 07,Señalización,INTE/ISO 3864-4:2016,"01.080.20, 01.080.10",1, F,16830,"Símbolos gráficos. Señales y colores de seguridad.
Parte 4: Propiedades colorimétricas y fotométricas de los materiales de las señales de seguridad.",ISO 3864-4:2011,ISO,"Esta parte de la Norma INTE/ISO 3864 establece los requisitos colorimétricos y fotométricos y los métodos de ensayo para los colores de las señales de seguridad utilizadas en los lugares de trabajo y espacios públicos. Este documento especifica los nombres y contrastes de los colores indicados en la Norma INTE/ISO 3864-1.
Los requisitos físicos están relacionados con el color durante el día y la luz ambiental. Esta parte de la Norma INTE/ISO 3864 también incluye los requisitos colorimétricos y los métodos de ensayo para las señales de seguridad y los materiales fosforescentes que operan en ambientes no iluminados.
Esta parte de la INTE/ISO 3864 es aplicable a todos los locales en los cuales los temas de seguridad relacionados con las personas necesitan ser atendidos. De todos modos no es aplicable a temas de seguridad relacionados con carriles guía, rutas, ríos, tráfico marítimo o aéreo, y en términos generales a aquellos sectores en que la reglamentación puede ser diferente.
En esta parte de la Norma INTE/ISO 3864 no se especifican las propiedades colorimétricas y fotométricas de las señales de seguridad retroreflectivas, de material retroreflectivo combinado con materiales fluorescentes o fotofosforescentes, o señales de seguridad luminosas activadas por una fuente radioactiva.
",2016-06-16,"INTE/ISO 3864-1, INTE/ISO 17724, CIE 15, CIE  69",,34,,,,,Activa,
,SST,CTN 31 SC 07,Señalización,INTE/ISO 17724:2015,"01.080.01, 01.040.01",1, C,9130,"Símbolos Gráficos. 
Vocabulario.",ISO 17724:2003,ISO,"Esta  norma  define  los  términos  relativos  a  símbolos  gráficos,  principalmente símbolos para información pública y el uso sobre equipamiento y señales de seguridad. Esto no incluye  términos  relativos  a  símbolos  gráficos para  diagramas  [símbolos de documentación técnica de productos (TDP)].
Las definiciones de esta norma pueden servir como base y ser consideradas para la realización de nuevas normas o revisión de normas existentes.
Los términos son presentados en el orden conforme a la norma internacional.
",2015-11-16,N.A,,14,,,,,Activa,
,SST,CTN 31 SC 07,Señalización,INTE/ISO 23601:2016,13.100,1, D,11550,"Salud y seguridad en el trabajo.
Identificación de seguridad.  Simbología para los planes de evacuación.",ISO 23601:2009 ,ISO,"Esta norma establece los principios de diseño de los planes de evacuación visualizados que contienen información relevante para la seguridad contra incendios, escape, evacuación y rescate de los ocupantes de un local o establecimiento. Estos planes también pueden ser utilizados por los equipos de intervención en caso de emergencia.
Estos planes están destinados a ser visualizados como señales en zonas comunes y lugares de trabajo.
Esta norma no tiene por objeto cubrir los planes a ser utilizados por los servicios de seguridad externos ni los dibujos técnicos profesionales detallados para ser utilizados por los especialistas.
",2016-06-21,"INTE/ISO 3864-1, INTE/ISO 3864-3, INTE/ISO 7010, INTE/ISO 17724, ISO 17398, INTE 31-07-01",,20,,,,,Activa,
,SST,CTN 31 SC 07,Señalización,INTE/ISO 7010:2016,"01.080.20, 01.080.10",1, Ñ,82500,"Símbolos gráficos. 
Señales y colores de seguridad. 
Señales de seguridad registradas.",ISO 7010:2011,ISO,"Esta parte de la Norma nacional establece las señales de seguridad con los propósitos de la prevención de accidentes, protección contra incendios, información de peligros para la salud y evacuación de emergencia.
La forma y el color de cada señal de seguridad es de acuerdo a la INTE/ISO 3864-1 y el diseño del símbolo gráfico es de acuerdo a la Norma INTE/ISO 3864-3.
Esta norma nacional es aplicable a todos los centros de trabajo y lugares en los cuales los temas de seguridad relacionados con las personas necesitan ser atendidos. De todos modos no es aplicable a temas de seguridad relacionados con carriles guía, rutas, ríos, tráfico marítimo o aéreo, y en términos generales a aquellos sectores en que la reglamentación puede ser diferente en ciertos puntos con lo establecido en esta norma nacional y en la serie de las INTE/ISO 3864.
Esta  norma  nacional  especifica  las  señales  de  seguridad  base  que  pueden  ser adecuados sus tamaños para los propósitos de su reproducción y aplicación.",2015-07-12,"INTE/ISO 3864-1, INTE/ISO 3864-3, INTE/ISO 3864-4, INTE/ISO 17724",,234,,,,,Activa,
,SST,CTN 31 SC 08,Higiene Ocupacional,INTE/ISO 8995-1:2016,"13.180, 91.160.10",1, F,16830,"Iluminación de los lugares de trabajo. 
Parte 1. Interiores.",ISO 8995-1:2002 (CIE S 008/E:2001)/Cor 1:2005,ISO,"Esta norma especifica los requisitos de iluminación para los lugares de trabajo en interio¬res y para que las personas ejecuten con eficiencia las tareas visuales, con comodidad y seguridad a través del período completo de trabajo.
Esta norma no explica cómo han de diseñarse los sistemas o técnicas de iluminación para optimizar las soluciones para lugares de trabajo específicos. Estas soluciones se pueden encontrar en las guías y reportes correspondientes de la CIE.
",2016-04-15,"INTE/ISO 3864-1, INTE/ISO 7010, INTE/ISO 6385, ISO 9241, CIE 13.3-1995, CIE 16-1 970, CIE 17.4-1987, CIE 19.2-1981, CIE 40-1978, CIE 58-1983, CIE 60-1984, CIE 62-1984, CIE 96-1992, CIE 97-1992, CIE 103/5-1993, CIE 117-1995, CIE 129-1998",,31,,,,,Activa,
,SST,CTN 31 SC 08 GT 02,Acústica,INTE/ISO 9612:2016,13.140,1, H,23870,"Acústica.
Determinación de la exposición al ruido ocupacional. Método de ingeniería. ",ISO 9612:2009 ,ISO,"Esta norma internacional especifica un método de ingeniería que permite medir la exposición al ruido de los trabajadores en un entorno de trabajo y calcular el nivel de exposición al ruido. Esta norma internacional trata de los niveles ponderados A, pero también es aplicable a los niveles ponderados C. Se especifican tres estrategias diferentes de medición. El método es útil cuando se requiere la determinación de la exposición al ruido con un grado de ingeniería, por ejemplo, para estudios epidemiológicos relativos a un deterioro de la audición o de otros efectos nocivos.
El proceso de medición requiere la observación y el análisis de las condiciones de exposición al ruido, de manera que se pueda controlar la calidad de las mediciones. Esta norma internacional proporciona métodos que permiten estimar la incertidumbre de los resultados.
Esta norma internacional no está destinada a la evaluación del enmascaramiento de la comunicación oral ni a la evaluación de los efectos de los infrasonidos, de los ultrasonidos o de los efectos no auditivos del ruido. No se aplica a la medición de la exposición al ruido cuando se están utilizando protectores auditivos.
Los resultados de las mediciones realizadas de acuerdo con esta norma internacional pueden aportar información útil a la hora de definir las prioridades para las medidas de control de ruido.",2016-05-23,"ISO 1999, Guía ISO/INTE/IEC 98-3, INTE/IEC 60942, INTE/IEC 61252, INTE/IEC 61672-1",,56,,,,,Activa,
,SST,CTN 31 SC 08 GT 02,Acústica,INTE/ISO 8253-1:2016,13.100,1, F,16830,"Acústica.
Métodos de prueba audiométricas.
Parte 1: Audiometría de tonos puros por conducción aérea y por conducción ósea.",ISO 8253-1:2010 ,ISO,"Esta parte de la Norma INTE/ISO 8253 especifica los procedimientos y requisitos para la audiometría umbral de tonos puros por conducción aérea y por conducción ósea. En cuanto a la audiometría de tamizaje, únicamente se especifican los métodos audiométricos de tonos puros por conducción aérea. Es posible que los procedimientos no sean los adecuados para determinadas poblaciones, por ejemplo, niños muy pequeños.
Esta parte de la Norma INTE/ISO 8253 no trata los procedimientos audiométricos que se deben realizar a niveles por encima de los niveles umbrales de audición de los sujetos.
No se especifican los procedimientos y requisitos para la audiometría vocal, la audiometría electrofisiológica y cuando se utilicen altavoces como fuente sonora.
",2016-08-23,"INTE/ISO 389-1, INTE/ISO 389-2, INTE/ISO 389-3:1994, INTE/ISO 389-5, INTE/ISO 389-8, IEC 60645-1:2001, IEC 61260, IEC 61672-1, Guía ISO/IEC 98-3",,40,,,,,Activa,
,SST,CTN 31 SC 08 GT 02,Acústica,INTE/ISO 8253-2:2016,13.100,1, E,14300,"Acústica. 
Métodos de prueba audiométricas
Parte 2: Audiometría en campo sonoro con señales
de prueba de tono puro y de banda estrecha.",ISO 8253-2 ,ISO,"Esta parte de la Norma INTE/ISO 8253 especifica las características relevantes de la señal de prueba, los requisitos que deben cumplir los campos sonoros libres, difusos y cuasi-libres, y los procedimientos para llevar a cabo audiometrías en campos sonoros usando tonos puros, tonos de frecuencia modulada u otras señales de prueba de banda estrecha emitidas por uno o más altavoces. El objetivo principal es determinar los niveles umbrales de audición en el rango de frecuencia de 125 Hz a 8 000 Hz, pero dicho intervalo puede extenderse de 20 Hz a 16 000 Hz.
Esta parte de la Norma INTE/ISO 8253 no incluye especificaciones para el uso de altavoces portátiles. No cubre el caso de la palabra como una señal de prueba.
El objetivo de esta parte de la Norma INTE/ISO 8253 es asegurar que las pruebas de audición, usando audiometría de campo sonoro, aportan tan alto grado de precisión y reproducibilidad como sea posible.
En el anexo A se muestran ejemplos de representaciones gráficas de los resultados.",2016-09-15,"ISO 226, ISO 266, INTE/ISO 389-7, INTE/ISO 8253-1, IEC 60581-7:1986, IEC 60645-1, IEC 61672-1 ",,22,,,,,Activa,
,SST,CTN 31 SC 08 GT 02,Acústica,INTE/ISO 8253-3:2016,13.140,1, G,19800,"Acústica.
Métodos de prueba audiométricas. Parte 3: Audiometría vocal. ",ISO 8253-3:2012  ,ISO,"Esta parte de la norma INTE/ISO 8253 especifica los métodos básicos de las pruebas de reconocimiento vocal para aplicacio¬nes audiológicas.
Para poder garantizar los requisitos mínimos de precisión y de comparabilidad entre los diferentes procedimientos de prueba, incluyendo las pruebas de reconocimiento vocal en diferentes idiomas, esta parte de la norma INTE/ISO 8253 especifica los requisitos para la composición, validación y evaluación del material vocal y para la realización de las pruebas de reconocimiento vocal. Esta parte de la norma INTE/ISO 8253 no especifica el contenido del material vocal, debido a la variedad de idiomas.
Además, esta parte de la norma INTE/ISO 8253 especifica también la determinación de los valores de referencia y el cumplimiento de los requisitos para su realización y el modo de presentación.
Esta parte de la norma INTE/ISO 8253 especifica los procedimientos y requisitos para la audiometría vocal, cuando se presentan por conducción aérea a través de un auricular los mensajes vocales grabados, o en campo acústico gracias a un altavoz. Se describen métodos para la utilización de ruidos, bien para enmascaramiento, aplicados al oído no sometido a prueba, bien como ruido de fondo.
Algunos sujetos de prueba, como por ejemplo los niños, pueden precisar de procedimientos de prueba modificados, no especificados en esta parte de la norma INTE/ISO 8253.
Las pruebas especializadas, tales como los utilizados para la evaluación de la audición direccional y la audición dicótica no forman parte del objeto de esta parte de la norma INTE/ISO 8253.",2016-11-02,"ISO 266, INTE/ISO 8253-1, INTE/ISO 8253-2, ISO/IEC Guía 98-3, IEC 60645-1, IEC 60645-2:1993, IEC 61672-1 ",,41,,,,,Activa,
,SST,CTN 31 SC 08 GT 02,Acústica,INTE/ISO 11201:2016,17.140.20,1, G,19800,"Acústica.
Ruido emitido por máquinas y equipos. Determinación de los niveles de presión sonora de emisión en el puesto de trabajo y en otras posiciones especificadas en condiciones aproximadas a las de campo libre sobre un plano inclinado con correcciones ambientales despreciables.
",ISO 11201:2010 ,ISO,"1.1        Generalidades
Esta norma internacional especifica un método para determinar los niveles de presión sonora de emisión de máquinas o equipos, en un puesto de trabajo y en otras posiciones especificadas próximas, en un campo esencialmente libre sobre un plano reflectante. Un puesto de trabajo está ocupado por un operario y puede estar situado en un espacio abierto, en una sala donde funciona la fuente sometida a ensayo, en una cabina fijada a la fuente sometida a ensayo, o en un recinto alejado de la fuente sometida a ensayo. Una o más posiciones especificadas se pueden situar en los alrededores de un puesto de trabajo, o en los alrededores de una máquina con o sin supervisión. A veces, se hace referencia a estas posiciones como posiciones de un observador.
Los niveles de presión sonora de emisión se determinan mediante niveles ponderados A. Adicionalmente, los niveles en bandas de frecuencia y los niveles de presión sonora de emisión de pico ponderados C, se pueden determinar, si se requiere, de acuerdo con esta norma internacional.
Nota 1.        Los contenidos de las series de normas de la Norma ISO 11200[15] a la Norma ISO 11205[19], se resumen en la Norma ISO 11200[15].
Con el método especificado en esta norma internacional, se obtienen los resultados del grado de precisión 1 (grado de precisión) o del grado de precisión 2 (grado de ingeniería). Las correcciones se aplican para el ruido de fondo, pero no para el entorno acústico. Se incluyen las instrucciones para el montaje y el funcionamiento de la fuente sometida a ensayo y para la elección de las posiciones de micrófono para el puesto de trabajo y para otras posiciones especificadas. Uno de los objetivos de las mediciones es el de permitir la comparación del rendimiento de las diferentes unidades de una familia de máquinas dada, en condiciones medioambientales definidas y en condiciones de montaje y de funcionamiento normalizadas.
Nota 2.        Los datos obtenidos también se pueden utilizar para la declaración y verificación de los niveles de presión sonora de emisión, según se especifica en la Norma ISO 4871[8].
1.2        Tipos de ruido y fuentes de ruido
El método especificado en esta norma internacional es adecuado para todos los tipos de ruido (estacionario, no esta¬cionario, fluctuante, estallidos aislados de energía sonora, etc.), definidos en la Norma ISO 12001.
El método especificado en esta norma internacional es aplicable a todos los tipos y tamaños de fuentes de ruido.
Nota.        A lo largo de toda esta norma internacional, las palabras ""máquina"" y ""fuente sometida a ensayo"" se utilizan para representar tanto una máquina como una pieza de un equipo.
1.3        Entorno de ensayo
El tipo de entorno de ensayo influye en la precisión de la determinación de los niveles de presión sonora de emisión. Para la aplicación de esta norma internacional, se requiere un campo esencialmente libre sobre un plano reflectante (en interior o en exterior).
1.4        Puesto de trabajo y otras posiciones especificadas
Esta norma internacional es aplicable a los puestos de trabajo y a otras posiciones especificadas donde se deben determinar los niveles de presión sonora de emisión.
Las posiciones adecuadas donde se tienen que hacer las mediciones incluyen las siguientes:
a)        un puesto de trabajo ubicado en las proximidades de la fuente sometida a ensayo, este es el caso de muchas máquinas industriales y aparatos domésticos,
b)        un puesto de trabajo dentro de una cabina que forma parte integrante de la fuente sometida a ensayo, este es el caso de muchos vehículos industriales y máquinas de movimiento de tierras,
c)        un puesto de trabajo dentro de un cerramiento parcial o total (o detrás de una pantalla) proporcionado por el fabricante como parte integrante de la fuente sometida a ensayo,
d)        un puesto de trabajo parcial o totalmente cerrado por medio de la fuente sometida a ensayo – esta situación se puede dar con algunas máquinas industriales grandes,
e)        posiciones de un observador ocupadas por individuos que no son responsables del funcionamiento de la fuente sometida a ensayo, pero que pueden hallarse en su inmediata proximidad, tanto de forma ocasional como continua,
f)        otras posiciones especificadas, no necesariamente puestos de trabajo o posiciones de un observador.
El puesto de trabajo también puede hallarse en un recorrido especificado por donde se mueve un operario (véase 9.4).",2016-09-20,"ISO 3744, ISO 3745, ISO 3746, ISO 5725, ISO 12001, IEC 60942:2003, IEC 61260:1995, IEC 61672-1:2002, ISO/IEC Guía 98-3:2008 
",,44,,,,,Activa,
,Ensayos no destructivos,CTN 32,Ensayos no destructivos,INTE/ISO 9712:2014,"03.100.30, 19.100",3, G,19800,Requisitos para la calificación y certificación de personal en ensayos no destructivos. ,ISO 9712:2012  ,ISO,"Esta norma internacional especifica los requisitos para los principios de calificación y certificación del personal que realiza ensayos no destructivos industriales (END).
NOTA 1        El término ""industrial"" implica la exclusión de aplicaciones en el campo de la medicina.
El sistema especificado en esta norma internacional también puede aplicarse a otros métodos de END o a nuevas técnicas dentro de un método de END establecido, siempre que exista un esquema de certificación exhaustivo y el método o técnica esté cubierto por normas internacionales, regionales o nacionales, o que se haya demostrado la efectividad del nuevo método o técnica de END de forma satisfactoria para el organismo de certificación.
NOTA 2        El Informe Técnico CEN/TR 14748[5] puede utilizarse como guía.
La certificación cubre la competencia en uno o más de los siguientes métodos:
a)        ensayos de emisión acústica,
b)        ensayos de corrientes inducidas,
c)        ensayos de termografía infrarroja
d)        ensayos de fugas (excluidos los ensayos de presión hidráulicos),
e)        ensayos mediante partículas magnéticas,
f)        ensayos mediante líquidos penetrantes,
g)        ensayos de radiografía industrial,
h)        ensayos de tensiones residuales,
i)        ensayos de ultrasonido,
j)        examen visual (excluyendo los ensayos visuales directos sin medios de ayuda y los ensayos efectuados durante la aplicación de otro método de END).
NOTA 3        Esta norma internacional especifica los requisitos para los sistemas que, en la práctica, son los sistemas de evaluación de la conformidad por tercera parte. Estos requisitos no aplican directamente a la evaluación de la conformidad por primeras o segundas partes, aunque las partes correspondientes de esta norma internacional pueden utilizarse como referencia en tales casos.
NOTA 4        En las partes de esta norma en las que aparezcan palabras específicas en un género, como ""él"" o ""ella"", también abarcan y son aplicables a los miembros de otro género.",2014-10-17,INTE/ISO/IEC 17024 ,,48,"INTE/ISO 9712:2010, INTE/ISO 9712:2009, INTE/ISO 9712:2002",,Requisitos,,Activa,
